lead_id,created_at,brand,utm_source,utm_medium,utm_campaign,lead_status,deal_amount_usd
L-70074,2026-05-10 15:34:00,AUR,paid_social,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-70202,2026-05-20 12:14:00,AUR,,,,Lead,
L-80188,2026-06-30 16:13:00,AUR,TikTok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-80266,2026-07-17 14:43:00,AUR,,,,Closed Won,8800
L-79552,2026-07-15 09:16:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-78344,2026-07-09 21:38:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-71284,2026-05-27 17:31:00,AUR,paid_social,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-80884,2026-07-21 20:00:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-74739,2026-05-29 16:05:00,NMB,,,,Lead,
L-75746,2026-06-05 09:57:00,NMB,fb,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-73016,2026-05-28 16:56:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-70687,2026-07-10 11:09:00,AUR,,,,Lead,
L-75323,2026-07-24 09:59:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-71572,2026-06-19 11:07:00,AUR,,,,Lead,
L-71286,2026-05-27 21:29:00,AUR,meta,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-71775,2026-07-06 10:46:00,AUR,,,,Lead,
L-82220,2026-07-28 14:29:00,AUR,,,,Lead,
L-70072,2026-05-08 17:53:00,AUR,paid_social,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-72731,2026-05-11 18:41:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-71615,2026-06-22 11:20:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-80074,2026-06-04 10:39:00,AUR,,,,Lead,
L-81876,2026-06-29 10:42:00,AUR,google,paid_social,(not set),Lead,
L-73879,2026-07-31 19:49:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-75800,2026-06-11 11:19:00,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-70869,2026-07-23 14:36:00,AUR,,,,Lead,
L-80563,2026-06-05 12:16:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-79635,2026-07-26 12:19:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-73227,2026-06-11 22:12:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,MQL,
L-71547,2026-06-18 12:01:00,AUR,,,,Lead,
L-78949,2026-05-04 20:19:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-73456,2026-06-27 20:59:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-73067,2026-06-02 22:14:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-72640,2026-05-04 12:14:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,MQL,
L-71867,2026-07-12 18:12:00,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-70369,2026-06-09 09:45:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-76495,2026-05-31 20:33:00,AUR,,,,Closed Won,1900
L-74294,2026-07-06 15:37:00,PKF,,,,MQL,
L-71455,2026-06-10 16:18:00,AUR,facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-77640,2026-05-17 18:46:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-72820,2026-05-17 12:33:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,MQL,
L-76110,2026-07-15 13:47:00,NMB,,,,Lead,
L-73064,2026-06-03 14:22:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-75808,2026-06-11 13:50:00,NMB,,,,Lead,
L-70012,2026-05-02 12:48:00,AUR,Facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-77821,2026-05-29 18:42:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-70993,2026-05-04 21:19:00,AUR,,,,SQL,
L-73195,2026-06-09 20:08:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-73465,2026-06-30 10:18:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-78317,2026-07-09 20:13:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-77987,2026-06-14 19:56:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-75199,2026-07-11 16:59:00,NMB,,,,MQL,
L-71953,2026-07-17 20:00:00,AUR,,,,MQL,
L-77112,2026-05-25 10:29:00,AUR,,,,MQL,
L-77115,2026-05-24 11:37:00,AUR,,,,Closed Won,2400
L-72963,2026-05-25 19:22:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-70894,2026-07-24 22:17:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,MQL,
L-76063,2026-07-07 19:07:00,NMB,fb,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-72334,2026-06-16 21:14:00,AUR,,,,Lead,
L-71078,2026-05-10 08:01:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-77018,2026-05-06 11:07:00,AUR,,,,MQL,
L-78622,2026-05-03 13:29:00,PKF,adwords,cpc,pkf|nonbrand|search|may26,Lead,
L-71321,2026-05-30 20:35:00,AUR,paid_social,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-78454,2026-07-19 16:09:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-78972,2026-05-05 19:25:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-73316,2026-06-18 14:34:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-78639,2026-05-10 20:46:00,PKF,google,cpc,pkf|nonbrand|search|may26,Lead,
L-81701,2026-06-14 11:54:00,AUR,google,paid_social,(not set),MQL,
L-73505,2026-07-01 12:12:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-72354,2026-06-19 12:41:00,AUR,,,,Lead,
L-78930,2026-05-03 10:44:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-81400,2026-05-19 18:40:00,PKF,google,paid_social,(not set),Lead,
L-78310,2026-07-08 15:34:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Closed Won,2400
L-77397,2026-07-21 21:07:00,AUR,,,,MQL,
L-80244,2026-07-10 08:06:00,AUR,tiktok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-79387,2026-06-26 10:23:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-70545,2026-06-26 09:57:00,AUR,,,,Lead,
L-80494,2026-05-26 22:37:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,MQL,
L-77084,2026-05-18 14:11:00,AUR,Google Ads,cpc,AUR_EU_Search_NonBrand_2026Q2,Lead,
L-76433,2026-05-22 16:34:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-70778,2026-07-17 22:43:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,MQL,
L-78516,2026-07-22 09:15:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-81991,2026-07-08 08:32:00,PKF,google,paid_social,(not set),MQL,
L-78793,2026-06-21 21:38:00,PKF,google,cpc,pkf|nonbrand|search|may26,Lead,
L-77648,2026-05-18 21:04:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-70481,2026-06-21 15:37:00,AUR,,,,Lead,
L-74652,2026-05-19 14:10:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-74217,2026-06-23 17:27:00,PKF,Facebook,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-79616,2026-07-23 19:02:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,SQL,
L-74808,2026-06-06 14:44:00,NMB,meta,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-72613,2026-05-03 15:10:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-78374,2026-07-11 14:51:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-71552,2026-06-17 10:18:00,AUR,,,,Lead,
L-74513,2026-05-07 11:36:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-78002,2026-06-17 13:55:00,PKF,,,,MQL,
L-81746,2026-06-18 20:59:00,AUR,,,,MQL,
L-71118,2026-05-12 22:30:00,AUR,meta,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-70059,2026-05-06 13:28:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-72653,2026-05-06 19:33:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-75519,2026-05-10 11:09:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-70199,2026-05-21 18:58:00,AUR,paid_social,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-81632,2026-06-08 18:03:00,NMB,google,paid_social,(not set),Lead,
L-71768,2026-07-03 10:13:00,AUR,,,,Lead,
L-75431,2026-05-02 15:33:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-72638,2026-05-06 14:16:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-72136,2026-07-30 22:49:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-79494,2026-07-08 16:49:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,MQL,
L-80262,2026-07-15 18:49:00,AUR,,,,Lead,
L-72476,2026-07-15 11:07:00,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,Lead,
L-78087,2026-06-22 22:57:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-71996,2026-07-22 18:14:00,AUR,,,,Lead,
L-76011,2026-07-03 08:37:00,NMB,Facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-76483,2026-05-29 13:24:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-70897,2026-07-25 11:21:00,AUR,fb,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-79468,2026-07-04 11:20:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-79980,2026-05-12 10:32:00,AUR,,,,MQL,
L-74776,2026-06-03 09:51:00,NMB,facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-70816,2026-07-22 14:03:00,AUR,,,,Lead,
L-76213,2026-07-23 12:42:00,NMB,Facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-80867,2026-07-21 19:48:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-81674,2026-06-11 19:58:00,NMB,google,paid_social,(not set),Lead,
L-70579,2026-06-29 19:38:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,SQL,
L-74493,2026-05-04 15:04:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-70650,2026-07-05 15:47:00,AUR,Facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,MQL,
L-75211,2026-07-13 15:22:00,NMB,fb,paid_social,NMB_US_Meta_Prospecting_2026Q2,SQL,
L-78337,2026-07-10 08:28:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-71393,2026-06-06 13:01:00,AUR,,,,Lead,
L-80933,2026-07-29 10:44:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,SQL,
L-72182,2026-05-12 14:28:00,AUR,,,,Lead,
L-73328,2026-06-19 14:16:00,PKF,facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-81443,2026-05-23 12:47:00,AUR,google,paid_social,(not set),Lead,
L-74771,2026-06-04 21:40:00,NMB,fb,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-74711,2026-05-29 22:20:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-71500,2026-06-14 14:58:00,AUR,,,,Lead,
L-79596,2026-07-21 10:42:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-76051,2026-07-06 09:44:00,NMB,facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-70520,2026-06-25 13:38:00,AUR,,,,MQL,
L-72929,2026-05-25 13:25:00,PKF,,,,Lead,
L-76784,2026-07-07 18:06:00,AUR,,,,Lead,
L-77845,2026-06-01 09:30:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-71560,2026-06-20 10:05:00,AUR,,,,Lead,
L-79716,2026-05-25 18:21:00,NMB,google,cpc,NMB_US_PMax_2026Q2,Lead,
L-76962,2026-07-28 10:31:00,AUR,,,,Closed Won,8800
L-76318,2026-05-05 22:53:00,AUR,,,,SQL,
L-73527,2026-07-05 20:26:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-80282,2026-07-21 21:38:00,AUR,TikTok,paid_social,AUR_TikTok_Prospecting_2026Q2,MQL,
L-72546,2026-07-26 19:40:00,AUR,Facebook,paid_social,aurelia|prospecting|meta|may26,Lead,
L-79681,2026-05-09 09:49:00,NMB,google,cpc,NMB_US_PMax_2026Q2,Lead,
L-81459,2026-05-25 14:02:00,AUR,,,,MQL,
L-77592,2026-05-12 10:36:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-80950,2026-07-30 09:09:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-70091,2026-05-13 08:03:00,AUR,meta,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-78718,2026-06-01 17:21:00,PKF,adwords,cpc,pkf|nonbrand|search|may26,MQL,
L-80076,2026-06-06 20:35:00,AUR,,,,Lead,
L-75734,2026-06-03 10:55:00,NMB,fb,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-77366,2026-07-17 15:43:00,AUR,Google Ads,cpc,AUR_EU_Search_NonBrand_2026Q2,MQL,
L-78596,2026-07-31 13:05:00,PKF,,,,Lead,
L-71910,2026-07-15 16:00:00,AUR,Facebook,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-77233,2026-06-16 14:28:00,AUR,adwords,cpc,AUR_EU_Search_NonBrand_2026Q2,Lead,
L-74226,2026-06-23 17:00:00,PKF,meta,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-73610,2026-07-10 12:59:00,PKF,,,,Lead,
L-77094,2026-05-21 22:51:00,AUR,Google Ads,cpc,AUR_EU_Search_NonBrand_2026Q2,Lead,
L-79976,2026-05-11 22:14:00,AUR,,,,Lead,
L-70836,2026-07-21 20:37:00,AUR,,,,Lead,
L-78862,2026-07-16 19:25:00,PKF,adwords,cpc,pkf|nonbrand|search|may26,Lead,
L-70780,2026-07-18 18:57:00,AUR,paid_social,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-76150,2026-07-17 20:21:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-72145,2026-07-31 20:37:00,AUR,meta,paid_social,AUR_EU_Meta_Retargeting_2026Q2,MQL,
L-79682,2026-05-09 11:29:00,NMB,google,cpc,NMB_US_PMax_2026Q2,Lead,
L-81311,2026-05-11 19:05:00,PKF,google,paid_social,(not set),Lead,
L-81374,2026-05-17 22:42:00,AUR,google,paid_social,(not set),Lead,
L-75149,2026-07-08 14:37:00,NMB,,,,MQL,
L-74814,2026-06-06 19:07:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-74322,2026-07-10 15:38:00,PKF,,,,Lead,
L-81672,2026-06-11 21:46:00,NMB,google,paid_social,(not set),Lead,
L-73282,2026-06-17 12:27:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-80721,2026-07-01 17:28:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,SQL,
L-78687,2026-05-24 14:28:00,PKF,google,cpc,pkf|nonbrand|search|may26,Closed Won,2400
L-81744,2026-06-17 21:59:00,NMB,google,paid_social,(not set),Lead,
L-80056,2026-05-30 12:14:00,AUR,TikTok,paid_social,AUR_TikTok_Prospecting_2026Q2,MQL,
L-72179,2026-05-11 13:28:00,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,Lead,
L-78263,2026-07-05 11:35:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,SQL,
L-72495,2026-07-18 15:41:00,AUR,,,,Lead,
L-72858,2026-05-19 08:54:00,PKF,,,,Lead,
L-78655,2026-05-15 16:09:00,PKF,adwords,cpc,pkf|nonbrand|search|may26,MQL,
L-74940,2026-06-17 11:35:00,NMB,fb,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-72027,2026-07-23 13:18:00,AUR,,,,Lead,
L-80380,2026-05-09 13:43:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-77110,2026-05-23 13:22:00,AUR,google,cpc,AUR_EU_Search_NonBrand_2026Q2,Lead,
L-76629,2026-06-17 08:49:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,SQL,
L-76008,2026-06-30 22:29:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-71570,2026-06-20 18:02:00,AUR,,,,SQL,
L-81413,2026-05-20 21:30:00,PKF,google,paid_social,(not set),MQL,
L-79788,2026-06-26 17:04:00,NMB,google,cpc,NMB_US_PMax_2026Q2,SQL,
L-78156,2026-06-28 20:38:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-76383,2026-05-15 15:45:00,AUR,,,,MQL,
L-72290,2026-06-06 21:07:00,AUR,,,,Lead,
L-72310,2026-06-10 18:20:00,AUR,fb,paid_social,aurelia|prospecting|meta|may26,Lead,
L-73702,2026-07-15 12:23:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-71406,2026-06-07 14:02:00,AUR,,,,Lead,
L-76211,2026-07-23 22:56:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-72468,2026-07-12 14:10:00,AUR,facebook,paid_social,aurelia|prospecting|meta|may26,Lead,
L-71648,2026-06-26 09:06:00,AUR,meta,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-81731,2026-06-16 15:03:00,NMB,google,paid_social,(not set),MQL,
L-71398,2026-06-04 19:12:00,AUR,paid_social,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-78428,2026-07-15 11:47:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-79944,2026-05-03 12:33:00,AUR,tiktok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-80112,2026-06-12 20:41:00,AUR,TikTok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-70510,2026-06-24 09:25:00,AUR,,,,MQL,
L-73793,2026-07-24 20:09:00,PKF,,,,MQL,
L-73466,2026-06-29 15:58:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,MQL,
L-81380,2026-05-17 23:52:00,NMB,google,paid_social,(not set),Lead,
L-76845,2026-07-15 18:35:00,AUR,,,,Lead,
L-76230,2026-07-26 10:46:00,NMB,paid_social,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-73213,2026-06-11 22:21:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,MQL,
L-70038,2026-05-05 08:57:00,AUR,,,,Lead,
L-72633,2026-05-06 21:13:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-73673,2026-07-15 15:50:00,PKF,,,,MQL,
L-75897,2026-06-20 21:40:00,NMB,Facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,Closed Won,2400
L-71922,2026-07-16 08:03:00,AUR,meta,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-80534,2026-05-30 16:16:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,MQL,
L-80804,2026-07-12 10:39:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,MQL,
L-77166,2026-06-04 11:22:00,AUR,Google Ads,cpc,AUR_EU_Search_NonBrand_2026Q2,Lead,
L-73300,2026-06-16 16:21:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Closed Won,2400
L-82048,2026-07-13 23:03:00,PKF,google,paid_social,(not set),Lead,
L-75268,2026-07-19 10:51:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-80327,2026-07-29 21:59:00,AUR,tiktok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-77575,2026-05-11 11:48:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-70885,2026-07-26 13:31:00,AUR,Facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,MQL,
L-79145,2026-05-26 13:23:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-73049,2026-06-01 15:04:00,PKF,paid_social,paid_social,PKF_US_Meta_Conversions,Lead,
L-77202,2026-06-13 22:32:00,AUR,,,,Closed Won,5200
L-81725,2026-06-16 14:03:00,AUR,,,,Lead,
L-78872,2026-07-18 16:46:00,PKF,google,cpc,pkf|nonbrand|search|may26,Lead,
L-81694,2026-06-13 15:30:00,PKF,,,,MQL,
L-78577,2026-07-28 14:23:00,PKF,adwords,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-73217,2026-06-10 09:17:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-79711,2026-05-24 21:53:00,NMB,google,cpc,NMB_US_PMax_2026Q2,SQL,
L-71916,2026-07-16 08:48:00,AUR,,,,Lead,
L-80405,2026-05-13 12:21:00,PKF,TikTok,paid_social,PKF_TikTok_Spark_2026Q2,Lead,
L-76487,2026-05-30 18:18:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,MQL,
L-80164,2026-06-23 17:08:00,AUR,tiktok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-70532,2026-06-24 14:53:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-73065,2026-06-01 09:41:00,PKF,Facebook,paid_social,PKF_US_Meta_Conversions,Lead,
L-76306,2026-05-06 20:10:00,AUR,adwords,cpc,AUR_US_Search_Brand_2026Q2,SQL,
L-74094,2026-06-02 16:33:00,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,MQL,
L-75468,2026-05-05 19:22:00,NMB,meta,paid_social,NMB_US_Meta_Retargeting_2026Q2,Lead,
L-75162,2026-07-09 09:19:00,NMB,,,,Lead,
L-70819,2026-07-20 15:44:00,AUR,Facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-79117,2026-05-20 14:28:00,NMB,Google Ads,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-73158,2026-06-09 21:21:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,Lead,
L-76644,2026-06-20 15:10:00,AUR,,,,Closed Won,8800
L-73191,2026-06-10 15:34:00,PKF,meta,paid_social,PKF_US_Meta_Conversions,MQL,
L-70527,2026-06-26 17:01:00,AUR,,,,Lead,
L-73980,2026-05-14 09:25:00,PKF,facebook,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-79856,2026-05-31 14:21:00,NMB,google,cpc,NMB_US_Video_Test_A,Lead,
L-78346,2026-07-11 22:31:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-82126,2026-07-20 21:17:00,AUR,,,,Lead,
L-81126,2026-07-04 09:47:00,NMB,tiktok,paid_social,NMB_TikTok_Prospecting_2026Q2,MQL,
L-71134,2026-05-13 12:15:00,AUR,paid_social,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-82143,2026-07-21 21:26:00,PKF,google,paid_social,(not set),MQL,
L-74931,2026-06-17 20:04:00,NMB,Facebook,paid_social,NMB_US_Meta_Prospecting_2026Q2,Lead,
L-71624,2026-06-25 12:40:00,AUR,paid_social,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-75130,2026-07-06 19:03:00,NMB,paid_social,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-76617,2026-06-16 15:31:00,AUR,Google Ads,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-71051,2026-05-08 08:40:00,AUR,fb,paid_social,AUR_EU_Meta_Retargeting_2026Q2,Lead,
L-74101,2026-06-04 13:15:00,PKF,fb,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-75870,2026-06-17 16:15:00,NMB,,,,MQL,
L-80046,2026-05-30 15:49:00,AUR,tiktok,paid_social,AUR_TikTok_Prospecting_2026Q2,Lead,
L-77747,2026-05-25 14:06:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-75138,2026-07-05 09:14:00,NMB,,,,Lead,
L-70219,2026-05-24 16:09:00,AUR,facebook,paid_social,AUR_US_Meta_Prospecting_2026Q2,Lead,
L-82004,2026-07-09 18:10:00,PKF,google,paid_social,(not set),MQL,
L-79096,2026-05-20 08:26:00,NMB,adwords,cpc,NMB_US_Search_Brand_2026Q2,Lead,
L-80821,2026-07-13 18:57:00,PKF,,,,Lead,
L-79849,2026-05-06 15:07:00,NMB,,,,Lead,
L-78078,2026-06-21 20:29:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-77495,2026-05-04 15:48:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-70934,2026-07-28 16:11:00,AUR,fb,paid_social,AUR_US_Meta_Prospecting_2026Q2,SQL,
L-75814,2026-06-11 16:32:00,NMB,Facebook,paid_social,NMB_US_Meta_Retargeting_2026Q2,MQL,
L-77365,2026-07-15 11:14:00,AUR,google,cpc,AUR_EU_Search_NonBrand_2026Q2,Lead,
L-78627,2026-05-05 12:06:00,PKF,google,cpc,pkf|nonbrand|search|may26,Lead,
L-79296,2026-06-14 16:15:00,NMB,google,cpc,NMB_US_Search_Brand_2026Q2,Closed Won,8800
L-72741,2026-05-12 18:26:00,PKF,fb,paid_social,PKF_US_Meta_Conversions,Lead,
L-78238,2026-07-03 21:35:00,PKF,google,cpc,PKF_US_Search_Brand_2026Q2,Lead,
L-71337,2026-06-02 12:49:00,AUR,,,,MQL,
L-76553,2026-06-08 21:32:00,AUR,google,cpc,AUR_US_Search_Brand_2026Q2,Lead,
L-80564,2026-06-06 15:44:00,PKF,tiktok,paid_social,PKF_TikTok_Spark_2026Q2,MQL,
L-74806,2026-06-05 13:50:00,NMB,fb,paid_social,NMB_US_Meta_Prospecting_2026Q2,MQL,
L-77874,2026-06-02 16:47:00,PKF,Google Ads,cpc,PKF_US_Search_Brand_2026Q2,MQL,
L-72449,2026-07-09 21:25:00,AUR,,,,Lead,
L-72283,2026-06-03 13:23:00,AUR,,,,Lead,
L-74272,2026-07-03 16:32:00,PKF,fb,paid_social,PKF_CA_Meta_Prospecting,Lead,
L-71886,2026-07-13 16:11:00,AUR,,,,Lead,
L-71289,2026-05-29 20:23:00,AUR,,,,Lead,
